Customer_ID,Full_Name,Gender,Birthdate,Registration_Date,Email,Phone_Number,City,Preferred_Channel,Batch_ID,Source_File
C000374,Omar Martin,Female,1968-01-26,2023-05-29,omar.martin@example.com,+20846851375,Doha,Online,gen_20251127_092505,customers.csv
C000080,Sophia Lopez,Other,1989-01-14,2020-02-25,sophia.lopez@example.com,+20521209835,Tanta,Online,gen_20251127_092505,customers.csv
C001554,David Garcia,Other,2002-10-05,2021-07-16,NA,+20769940325,Mansoura,Online,gen_20251127_092505,customers.csv
C001670,Sara Brown,Male,1960-06-16,2022-12-19,sara.brown@example.com,+20591978285,Alexandria,Mixed,gen_20251127_092505,customers.csv
C002132,Hiro Lopez,Other,1961-09-11,2021-01-13,hiro.lopez@example.com,+20540765140,Tanta,Mixed,gen_20251127_092505,customers.csv
C004440,Isabella Khan,Male,1973-09-20,2024-12-02,isabella.khan@example.com,+20798805816,Riyadh,Mixed,gen_20251127_092505,customers.csv
C000466,Mia Brown,Male,1959-02-22,2021-02-02,mia.brown@example.com,+20774866638,Riyadh,In-Store,gen_20251127_092505,customers.csv
C000249,Isabella Hassan,Female,2004-09-15,2018-12-21,isabella.hassan@example.com,+20825607561,Doha,Mixed,gen_20251127_092505,customers.csv
C000932,David Martin,Female,1956-02-02,2018-05-18,david.martin@example.com,+20537404783,Tanta,Mixed,gen_20251127_092505,customers.csv
C001336,Hiro Khan,Male,1959-03-22,2024-07-23,hiro.khan@example.com,+20497414939,,In-Store,gen_20251127_092505,customers.csv
C004525,Fatima Ali,Female,1985-07-26,2020-05-18,fatima.ali@example.com,+20355781096,Tanta,Online,gen_20251127_092505,customers.csv
C001339,Liam Johnson,Male,2000-09-28,2019-08-29,liam.johnson@example.com,+20303193312,Mansoura,online,gen_20251127_092505,customers.csv
C001407,Maria Khan,Female,1997-07-17,2024-06-13,maria.khan@example.com,+20182930527,Riyadh,Online,gen_20251127_092505,customers.csv
C001091,Fatima Brown,OTHER,2004-11-23,2022-08-04,fatima.brown@example.com,+20745555830,Riyadh,In-Store,gen_20251127_092505,customers.csv
C004210,Youssef Smith,Male,1991-05-06,2022-01-10,youssef.smith@example.com,+20906855703,Tanta,Online,gen_20251127_092505,customers.csv
C000743,David Hassan,Female,1967-10-15,2023-09-15,david.hassan@example.com,+20127664918,NA,Online,gen_20251127_092505,customers.csv
C002324,Hiro Yamamoto,Female,1964-02-24,2018-07-20,hiro.yamamoto@example.com,invalid,Doha,Mixed,gen_20251127_092505,customers.csv
C003602,Youssef Khan,OTHER,1975-10-07,2019-08-28,youssef.khan@example.com,+20586074878,Giza,Mixed,gen_20251127_092505,customers.csv
C002124,John Khan,Female,1955-08-11,2018-01-02,john.khan@example.com,+20968313786,Riyadh,In-Store,gen_20251127_092505,customers.csv
C002095,Mohamed Brown,Male,1957-02-21,2023-01-15,mohamed.brown@example.com,+20416614741,Alexandria,Mixed,gen_20251127_092505,customers.csv
C000241,Noah Garcia,Other,1956-10-24,2023-11-16,noah.garcia@example.com,+20418179546,Dubai,In-Store,gen_20251127_092505,customers.csv
C002352,Emma Garcia,Male,1990-07-21,2022-08-01,emma.garcia@example.com,+20972136636,Mansoura,in-store,gen_20251127_092505,customers.csv
C001371,Omar Hassan,Male,1961-12-21,2023-06-29,omar.hassan@example.com,+20152664060,Cairo,In-Store,gen_20251127_092505,customers.csv
C001058,Sara Hassan,Female,1996-10-06,2022-11-23,sara.hassan@example.com,+20646708265,Tanta,In-Store,gen_20251127_092505,customers.csv
C004817,Sara Hassan,Male,2007-07-28,2024-01-09,sara.hassan@example.com,+20802625264,Alexandria,Online,gen_20251127_092505,customers.csv
C000200,Sara Garcia,Other,1996-01-22,2018-04-24,sara.garcia@example.com,+20155616905,Mansoura,in-store,gen_20251127_092505,customers.csv
C002281,Mia Brown,Female,2004-11-16,2019-11-13,mia.brown@example.com,+20362116609,Giza,Online,gen_20251127_092505,customers.csv
C004750,Omar Garcia,Other,1976-12-09,2021-05-15,omar.garcia@example.com,+20204408740,Mansoura,Online,gen_20251127_092505,customers.csv
C002221,Youssef Lopez,Male,1991-01-10,2021-04-11,youssef.lopez@example.com,+20686049071,Alexandria,Online,gen_20251127_092505,customers.csv
C004772,Julia Yamamoto,Female,1994-07-30,2024-09-27,julia.yamamoto@example.com,+20456781262,alexandria,Online,gen_20251127_092505,customers.csv
C002820,Omar Hassan,Female,1966-09-16,2024-05-05,omar.hassan@example.com,+20409989458,Alexandria,In-Store,gen_20251127_092505,customers.csv
C003151,Youssef Lopez,Female,2002-01-16,2018-08-06,youssef.lopez@example.com,+20203715260,Cairo,In-Store,gen_20251127_092505,customers.csv
C004257,Ahmed Johnson,Female,1981-12-16,2019-05-23,ahmed.johnson@example.com,+20801050980,Tanta,mixed,gen_20251127_092505,customers.csv
C003108,Anna Hassan,Other,1988-06-11,2020-03-16,,+20984007464,Mansoura,Mixed,gen_20251127_092505,customers.csv
C001974,John Ali,Male,2000-07-10,2018-08-28,john.ali@example.com,+20392754531,Tanta,In-Store,gen_20251127_092505,customers.csv
C001376,Sara Lopez,Other,1967-09-04,2023-05-20,sara.lopez@example.com,+20236416449,Riyadh,Online,gen_20251127_092505,customers.csv
C003969,Emma Smith,Other,1992-05-16,2024-05-25,emma.smith@example.com,+20408587011,Alexandria,Mixed,gen_20251127_092505,customers.csv
C004063,Maria Ali,Other,2004-04-03,2019-08-08,MARIA.ALI@EXAMPLE.COM,+20413648591,Alexandria,In-Store,gen_20251127_092505,customers.csv
C004446,David Khan,Male,1985-10-06,2019-03-30,david.khan@example.com,+20803389995,alexandria,In-Store,gen_20251127_092505,customers.csv
C003558,Sara Khan,Other,1970-02-18,2022-08-01,sara.khan@example.com,+20690535697,Mansoura,Mixed,gen_20251127_092505,customers.csv
C000965,Youssef Lopez,Male,1987-10-26,2019-11-04,youssef.lopez@example.com,+20883385200,Doha,Mixed,gen_20251127_092505,customers.csv
C000180,Mia Garcia,Other,1968-01-12,2022-07-31,mia.garcia@example.com,+20339813350,Tanta,In-Store,gen_20251127_092505,customers.csv
C003699,Ahmed Martin,Other,1973-03-30,2021-04-07,ahmed.martin@example.com,+20516231399,Tanta,In-Store,gen_20251127_092505,customers.csv
C003822,Mia Ali,Male,1988-10-23,2019-10-16,mia.ali@example.com,+20101202587,Cairo,In-Store,gen_20251127_092505,customers.csv
C004879,Sara Ali,Female,1961-07-24,2018-01-21,sara.ali@example.com,+20805811631,Cairo,Mixed,gen_20251127_092505,customers.csv
C003900,Julia Khan,Female,1969-08-25,2021-02-21,julia.khan@example.com,+20970324007,Cairo,Mixed,gen_20251127_092505,customers.csv
C004488,Isabella Garcia,Female,1969-10-28,2018-05-30,isabella.garcia@example.com,+20201596884,Mansoura,In-Store,gen_20251127_092505,customers.csv
C003239,Maria Smith,Female,1989-11-19,2021-07-19,maria.smith@example.com,+20421400193,Dubai,Mixed,gen_20251127_092505,customers.csv
C002975,Sara Hassan,Female,2003-10-11,2021-06-24,sara.hassan@example.com,+20368431060,Riyadh,Online,gen_20251127_092505,customers.csv
C003581,Anna Lopez,Male,1991-07-09,2019-09-06,anna.lopez@example.com,+20900889276,Doha,Online,gen_20251127_092505,customers.csv
C002888,Youssef Martin,Male,1992-05-12,2021-07-05,youssef.martin@example.com,+20257616627,Tanta,In-Store,gen_20251127_092505,customers.csv
C002576,Liam Garcia,Female,1980-12-17,2024-05-27,liam.garcia@example.com,+20175820716,Cairo,In-Store,gen_20251127_092505,customers.csv
C001420,David Khan,Other,1969-10-30,2022-08-14,david.khan@example.com,+20468326525,Dubai,Mixed,gen_20251127_092505,customers.csv
C003908,Carlos Martin,Male,1988-07-03,2020-12-09,carlos.martin@example.com,+20446156683,giza,mixed,gen_20251127_092505,customers.csv
C004674,Isabella Smith,Female,1969-11-01,2019-10-24,isabella.smith@example.com,+20896912503,Cairo,Online,gen_20251127_092505,customers.csv
C004903,Anna Ali,Female,1971-04-11,2019-11-09,ANNA.ALI@EXAMPLE.COM,+20124506088,tanta,In-Store,gen_20251127_092505,customers.csv
C001861,Sophia Smith,Female,1966-07-13,2020-12-01,sophia.smith@example.com,+20325603655,Tanta,In-Store,gen_20251127_092505,customers.csv
C000009,David Martin,Male,1991-04-09,2018-05-16,david.martin@example.com,+20459521559,Cairo,Online,gen_20251127_092505,customers.csv
C002895,Isabella Lopez,Female,1993-01-31,2019-06-15,isabella.lopez@example.com,+20750724924,Tanta,Mixed,gen_20251127_092505,customers.csv
C002848,Mia Smith,Male,1976-03-15,2021-03-27,MIA.SMITH@EXAMPLE.COM,+20297444261,Doha,Online,gen_20251127_092505,customers.csv
C003665,Sara Ali,Female,1988-07-22,2022-05-14,sara.ali@example.com,+20598625786,Alexandria,online,gen_20251127_092505,customers.csv
C000145,Fatima Johnson,Male,2003-02-24,2021-12-21,fatima.johnson@example.com,+20539190147,Cairo,Mixed,gen_20251127_092505,customers.csv
C002105,Carlos Ali,Female,1970-09-12,2019-09-12,carlos.ali@example.com,+20295806250,,Mixed,gen_20251127_092505,customers.csv
C003144,Maria Yamamoto,Other,1997-07-01,2022-05-14,maria.yamamoto@example.com,invalid,Mansoura,Online,gen_20251127_092505,customers.csv
C000842,David Brown,Other,2000-05-05,2024-09-12,david.brown@example.com,+20154456307,Doha,In-Store,gen_20251127_092505,customers.csv
C001129,Noah Martin,Other,1978-08-30,2018-12-24,noah.martin@example.com,+20166290733,Cairo,In-Store,gen_20251127_092505,customers.csv
C000152,Noah Khan,Other,1976-02-23,2019-03-27,noah.khan@example.com,+20175759022,mansoura,Mixed,gen_20251127_092505,customers.csv
C003592,Anna Smith,Other,1999-06-17,2018-08-11,anna.smith@example.com,,alexandria,Online,gen_20251127_092505,customers.csv
C001053,Emma Brown,Female,2007-11-19,2022-05-12,emma.brown@example.com,+20359811204,riyadh,In-Store,gen_20251127_092505,customers.csv
C001591,Liam Khan,Male,1984-10-03,2024-12-17,liam.khan@example.com,+20667754614,Tanta,Mixed,gen_20251127_092505,customers.csv
C003009,Ahmed Garcia,Female,1999-03-09,2020-02-14,ahmed.garcia@example.com,+20433841777,Cairo,Mixed,gen_20251127_092505,customers.csv
C002030,John Smith,Female,1999-04-17,2024-12-20,john.smith@example.com,+20878951098,Riyadh,Online,gen_20251127_092505,customers.csv
C003419,Noah Hassan,Male,1961-01-27,2022-11-13,noah.hassan@example.com,+20943861746,dubai,Mixed,gen_20251127_092505,customers.csv
C001808,Maria Hassan,Female,2007-10-02,2024-08-27,maria.hassan@example.com,+20241899696,Doha,Online,gen_20251127_092505,customers.csv
C002697,Mohamed Martin,Male,1965-03-28,2021-11-04,mohamed.martin@example.com,+20788461583,Alexandria,In-Store,gen_20251127_092505,customers.csv
C003040,Emma Lopez,Male,1991-11-07,2021-05-01,emma.lopez@example.com,+20757289477,Giza,In-Store,gen_20251127_092505,customers.csv
C000473,Ahmed Lopez,Female,2007-07-15,2023-06-23,ahmed.lopez@example.com,+20886654211,NA,Mixed,gen_20251127_092505,customers.csv
C003290,Mia Ali,Other,1995-02-19,2020-12-05,mia.ali@example.com,+20337298679,Giza,Online,gen_20251127_092505,customers.csv
C004075,Hiro Hassan,Other,1965-04-22,2024-09-25,hiro.hassan@example.com,+20662604451,Doha,Mixed,gen_20251127_092505,customers.csv
C003497,Sophia Yamamoto,Female,1983-05-27,2024-09-05,sophia.yamamoto@example.com,+20506664596,Giza,Mixed,gen_20251127_092505,customers.csv
C000280,Fatima Ali,Male,2001-12-08,2019-12-04,fatima.ali@example.com,+20464494370,Dubai,online,gen_20251127_092505,customers.csv
C001742,Liam Brown,Male,1956-12-16,2023-05-23,liam.brown@example.com,+20180594427,Riyadh,In-Store,gen_20251127_092505,customers.csv
C004625,Fatima Smith,Other,1997-02-15,2022-01-13,fatima.smith@example.com,+20590665503,Doha,mixed,gen_20251127_092505,customers.csv
C002887,Isabella Ali,Female,1987-06-26,2018-10-10,isabella.ali@example.com,+20288793283,Tanta,Mixed,gen_20251127_092505,customers.csv
C001942,Hiro Ali,Female,1994-04-21,2020-03-11,hiro.ali@example.com,+20945879619,Tanta,In-Store,gen_20251127_092505,customers.csv
C000101,Isabella Ali,Other,1980-01-20,2018-05-23,isabella.ali@example.com,+20339863017,Tanta,Online,gen_20251127_092505,customers.csv
C002805,Noah Ali,Other,2006-02-18,2024-12-07,noah.ali@example.com,+20719159654,Cairo,Online,gen_20251127_092505,customers.csv
C003571,Fatima Hassan,Other,1960-05-21,2020-07-16,fatima.hassan@example.com,+20468008738,Alexandria,Mixed,gen_20251127_092505,customers.csv
C003685,Hiro Garcia,Other,1956-06-13,2022-03-22,hiro.garcia@example.com,+20765025191,Alexandria,Mixed,gen_20251127_092505,customers.csv
C003662,Hiro Hassan,unkn0wn,2000-06-01,2018-11-22,HIRO.HASSAN@EXAMPLE.COM,+20558328297,Mansoura,In-Store,gen_20251127_092505,customers.csv
C000531,Hiro Smith,Other,1994-12-22,2018-02-04,hiro.smith@example.com,+20675299628,Mansoura,In-Store,gen_20251127_092505,customers.csv
C001887,Mohamed Yamamoto,Male,1977-06-08,2024-06-20,mohamed.yamamoto@example.com,+20282927229,Giza,Online,gen_20251127_092505,customers.csv
C000682,David Smith,Male,1985-10-07,2022-12-21,david.smith@example.com,+20504882993,NA,mixed,gen_20251127_092505,customers.csv
C003795,Sophia Johnson,Other,1996-04-19,2022-10-18,SOPHIA.JOHNSON@EXAMPLE.COM,+20820232485,Mansoura,Online,gen_20251127_092505,customers.csv
C003945,Mohamed Hassan,Male,1955-11-04,2021-11-18,mohamed.hassan@example.com,+20124928072,Riyadh,Mixed,gen_20251127_092505,customers.csv
C004667,Sophia Khan,other,1986-12-04,2022-05-17,SOPHIA.KHAN@EXAMPLE.COM,+20190119041,Doha,Online,gen_20251127_092505,customers.csv
C002019,Fatima Ali,Other,1983-04-23,2018-12-30,fatima.ali@example.com,+20285778953,Tanta,Online,gen_20251127_092505,customers.csv
C001097,Isabella Hassan,Male,1973-04-16,2021-01-05,isabella.hassan@example.com,+20573564372,Cairo,In-Store,gen_20251127_092505,customers.csv
